Pause Before,Size,Left Span,Right Span,Weight,RL Ratio,WS Ratio
265,1,1,1,1,1.0,1.0
375,1,1,1,1,1.0,1.0
265,2,2,1,1,0.5,0.5
265,3,3,1,1,0.3333333333333333,0.3333333333333333
171,4,4,2,2,0.5,0.5
312,4,4,1,1,0.25,0.25
3074,5,5,1,1,0.19999999999999998,0.19999999999999998
2902,1,1,1,1,1.0,1.0
468,1,1,1,1,1.0,1.0
998,2,2,2,2,1.0,1.0
62,3,3,2,2,0.6666666666666666,0.6666666666666666
1045,4,4,2,2,0.5,0.5
468,5,5,2,2,0.39999999999999997,0.39999999999999997
936,3,2,2,2,1.0,0.6666666666666666
358,4,3,2,2,0.6666666666666666,0.5
249,5,4,2,2,0.5,0.39999999999999997
421,2,2,1,1,0.5,0.5
234,3,3,1,1,0.3333333333333333,0.3333333333333333
281,4,4,1,1,0.25,0.25
1185,5,5,1,1,0.19999999999999998,0.19999999999999998
500,4,1,4,1,4.0,0.25
344,5,2,4,2,2.0,0.39999999999999997
188,6,3,4,2,1.3333333333333333,0.3333333333333333
296,3,1,3,1,3.0,0.3333333333333333
78,4,2,3,2,1.5,0.5
624,5,3,4,3,1.3333333333333333,0.6
3744,5,3,3,2,1.0,0.39999999999999997
218,6,4,3,2,0.75,0.3333333333333333
250,3,2,3,2,1.5,0.6666666666666666
27238,4,3,3,2,1.0,0.5
0,5,4,3,2,0.75,0.39999999999999997
31,6,5,3,2,0.6,0.3333333333333333
826,4,2,4,2,2.0,0.5
62,5,3,4,3,1.3333333333333333,0.6
3182,3,2,3,2,1.5,0.6666666666666666
1326,4,3,3,2,1.0,0.5
1154,3,2,3,2,1.5,0.6666666666666666
1903,4,3,3,2,1.0,0.5
936,5,4,3,2,0.75,0.39999999999999997
218,2,1,2,1,2.0,0.5
281,3,2,2,2,1.0,0.6666666666666666
250,4,3,2,2,0.6666666666666666,0.5
1107,3,2,3,2,1.5,0.6666666666666666
592,2,2,2,2,1.0,1.0
4836,3,3,2,2,0.6666666666666666,0.6666666666666666
2699,2,2,2,2,1.0,1.0
343,1,1,1,1,1.0,1.0
219,1,1,1,1,1.0,1.0
422,2,2,1,1,0.5,0.5
296,3,3,1,1,0.3333333333333333,0.3333333333333333
483,4,4,1,1,0.25,0.25
359,5,5,1,1,0.19999999999999998,0.19999999999999998
655,6,6,1,1,0.16666666666666666,0.16666666666666666
1357,7,7,1,1,0.14285714285714285,0.14285714285714285
1061,1,1,1,1,1.0,1.0
1185,2,2,1,1,0.5,0.5
1700,3,1,3,1,3.0,0.3333333333333333
578,2,1,2,1,2.0,0.5
2465,3,2,2,2,1.0,0.6666666666666666
920,4,3,2,2,0.6666666666666666,0.5
3385,2,2,2,2,1.0,1.0
4025,1,1,1,1,1.0,1.0
655,1,1,1,1,1.0,1.0
858,3,1,3,1,3.0,0.3333333333333333
4649,4,2,3,2,1.5,0.5
3135,5,3,3,2,1.0,0.39999999999999997
1872,3,2,3,2,1.5,0.6666666666666666
5569,4,3,3,2,1.0,0.5
2309,3,2,3,2,1.5,0.6666666666666666
1529,4,3,3,2,1.0,0.5
1841,3,2,3,2,1.5,0.6666666666666666
25974,2,1,2,1,2.0,0.5
484,3,2,2,2,1.0,0.6666666666666666
2933,4,3,2,2,0.6666666666666666,0.5
1748,5,4,2,2,0.5,0.39999999999999997
19438,6,5,2,2,0.39999999999999997,0.3333333333333333
2262,7,6,2,2,0.3333333333333333,0.2857142857142857
3541,1,1,1,1,1.0,1.0
4851,1,1,1,1,1.0,1.0
1607,3,1,3,1,3.0,0.3333333333333333
4712,4,2,3,2,1.5,0.5
11169,5,3,3,2,1.0,0.39999999999999997
2979,6,4,3,2,0.75,0.3333333333333333
13775,2,1,2,1,2.0,0.5
1138,3,2,2,2,1.0,0.6666666666666666
2090,4,3,2,2,0.6666666666666666,0.5
1046,5,4,2,2,0.5,0.39999999999999997
2371,6,5,2,2,0.39999999999999997,0.3333333333333333
3620,1,1,1,1,1.0,1.0
249,1,1,1,1,1.0,1.0
1030,3,1,3,1,3.0,0.3333333333333333
718,2,1,2,1,2.0,0.5
219,1,1,1,1,1.0,1.0
609,2,2,1,1,0.5,0.5
874,2,1,2,1,2.0,0.5
218,3,2,3,2,1.5,0.6666666666666666
531,3,2,3,2,1.5,0.6666666666666666
1217,4,3,3,2,1.0,0.5
1310,3,2,2,2,1.0,0.6666666666666666
2652,4,3,2,2,0.6666666666666666,0.5
9064,5,4,2,2,0.5,0.39999999999999997
593,6,5,2,2,0.39999999999999997,0.3333333333333333
250,7,6,2,2,0.3333333333333333,0.2857142857142857
1014,2,2,2,2,1.0,1.0
6193,3,3,2,2,0.6666666666666666,0.6666666666666666
1061,2,2,2,2,1.0,1.0
1279,3,3,2,2,0.6666666666666666,0.6666666666666666
1092,1,1,1,1,1.0,1.0
25506,2,1,2,1,2.0,0.5
936,3,2,2,2,1.0,0.6666666666666666
374,1,1,1,1,1.0,1.0
921,2,2,2,2,1.0,1.0
312,3,3,2,2,0.6666666666666666,0.6666666666666666
1404,2,2,1,1,0.5,0.5
203,3,3,1,1,0.3333333333333333,0.3333333333333333
609,4,4,1,1,0.25,0.25
499,5,5,1,1,0.19999999999999998,0.19999999999999998
1108,6,6,1,1,0.16666666666666666,0.16666666666666666
171,2,1,2,1,2.0,0.5
10921,3,2,2,2,1.0,0.6666666666666666
265,4,3,3,3,1.0,0.75
640,5,4,3,3,0.75,0.6
827,5,3,3,3,1.0,0.6
344,6,4,3,3,0.75,0.5
1435,4,3,2,2,0.6666666666666666,0.5
1139,2,2,2,2,1.0,1.0
202,3,3,2,2,0.6666666666666666,0.6666666666666666
780,4,4,2,2,0.5,0.5
920,3,2,3,2,1.5,0.6666666666666666
219,4,3,3,3,1.0,0.75
1061,2,2,2,2,1.0,1.0
827,3,3,2,2,0.6666666666666666,0.6666666666666666
1982,3,2,3,2,1.5,0.6666666666666666
1606,2,2,2,2,1.0,1.0
2387,2,2,2,2,1.0,1.0
1716,1,1,1,1,1.0,1.0
1622,1,1,1,1,1.0,1.0
7987,1,1,1,1,1.0,1.0
1029,2,2,2,2,1.0,1.0
717,2,2,1,1,0.5,0.5
780,2,1,2,1,2.0,0.5
1404,1,1,1,1,1.0,1.0
671,2,2,2,2,1.0,1.0
624,3,3,2,2,0.6666666666666666,0.6666666666666666
577,2,2,2,2,1.0,1.0
140,3,3,2,2,0.6666666666666666,0.6666666666666666
1342,3,2,2,2,1.0,0.6666666666666666
219,3,3,2,2,0.6666666666666666,0.6666666666666666
421,4,4,2,2,0.5,0.5
873,2,2,1,1,0.5,0.5
156,3,3,2,2,0.6666666666666666,0.6666666666666666
686,3,3,1,1,0.3333333333333333,0.3333333333333333
125,4,4,1,1,0.25,0.25
484,3,1,3,1,3.0,0.3333333333333333
578,4,2,3,2,1.5,0.5
1155,2,1,2,1,2.0,0.5
1997,3,2,2,2,1.0,0.6666666666666666
515,4,3,3,3,1.0,0.75
1248,4,3,2,2,0.6666666666666666,0.5
218,5,4,2,2,0.5,0.39999999999999997
1045,2,2,2,2,1.0,1.0
874,3,3,2,2,0.6666666666666666,0.6666666666666666
702,4,4,2,2,0.5,0.5
10312,1,1,1,1,1.0,1.0
234,2,1,2,1,2.0,0.5
999,3,2,2,2,1.0,0.6666666666666666
23463,1,1,1,1,1.0,1.0
187,2,2,2,2,1.0,1.0
4197,3,3,2,2,0.6666666666666666,0.6666666666666666
951,3,2,2,2,1.0,0.6666666666666666
1435,4,3,2,2,0.6666666666666666,0.5
624,5,4,2,2,0.5,0.39999999999999997
3292,6,5,2,2,0.39999999999999997,0.3333333333333333
1576,3,3,2,2,0.6666666666666666,0.6666666666666666
764,4,4,2,2,0.5,0.5
515,2,2,1,1,0.5,0.5
2933,3,3,1,1,0.3333333333333333,0.3333333333333333
452,2,1,2,1,2.0,0.5
343,2,2,2,2,1.0,1.0
702,3,3,2,2,0.6666666666666666,0.6666666666666666
967,4,4,2,2,0.5,0.5
3198,1,1,1,1,1.0,1.0
733,1,1,1,1,1.0,1.0
1014,1,1,1,1,1.0,1.0
718,2,2,1,1,0.5,0.5
686,3,3,1,1,0.3333333333333333,0.3333333333333333
1076,4,4,1,1,0.25,0.25
749,5,5,1,1,0.19999999999999998,0.19999999999999998
639,2,1,2,1,2.0,0.5
858,3,2,2,2,1.0,0.6666666666666666
1482,1,1,1,1,1.0,1.0
905,2,2,1,1,0.5,0.5
1029,3,3,1,1,0.3333333333333333,0.3333333333333333
889,4,4,1,1,0.25,0.25
1310,2,1,2,1,2.0,0.5
780,1,1,1,1,1.0,1.0
515,2,2,1,1,0.5,0.5
561,2,1,2,1,2.0,0.5
421,3,2,2,2,1.0,0.6666666666666666
5928,4,3,2,2,0.6666666666666666,0.5
4041,2,2,2,2,1.0,1.0
1622,3,3,2,2,0.6666666666666666,0.6666666666666666
1076,4,4,2,2,0.5,0.5
1982,5,5,2,2,0.39999999999999997,0.39999999999999997
546,6,6,2,2,0.3333333333333333,0.3333333333333333
874,3,2,3,2,1.5,0.6666666666666666
421,4,3,3,3,1.0,0.75
639,2,2,2,2,1.0,1.0
1544,3,3,3,3,1.0,1.0
796,3,3,2,2,0.6666666666666666,0.6666666666666666
2527,4,4,2,2,0.5,0.5
2402,2,2,2,2,1.0,1.0
500,3,3,2,2,0.6666666666666666,0.6666666666666666
858,2,2,2,2,1.0,1.0
328,9,2,9,2,4.5,0.2222222222222222
671,8,2,8,2,4.0,0.25
796,7,2,7,2,3.5,0.2857142857142857
983,6,2,6,2,3.0,0.3333333333333333
1544,5,2,5,2,2.5,0.39999999999999997
312,4,2,4,2,2.0,0.5
1061,3,2,3,2,1.5,0.6666666666666666
2512,2,2,2,2,1.0,1.0
452,3,3,3,3,1.0,1.0
484,3,3,3,3,1.0,1.0
1762,3,3,2,2,0.6666666666666666,0.6666666666666666
687,4,4,2,2,0.5,0.5
1155,2,2,2,2,1.0,1.0
250,1,1,1,1,1.0,1.0
1139,2,2,2,2,1.0,1.0
1233,3,3,2,2,0.6666666666666666,0.6666666666666666
530,4,4,2,2,0.5,0.5
656,5,5,3,3,0.6,0.6
951,5,5,2,2,0.39999999999999997,0.39999999999999997
1950,6,6,2,2,0.3333333333333333,0.3333333333333333
702,2,2,2,2,1.0,1.0
609,3,3,2,2,0.6666666666666666,0.6666666666666666
920,4,4,3,3,0.75,0.75
889,4,4,2,2,0.5,0.5
172,5,5,2,2,0.39999999999999997,0.39999999999999997
702,2,2,2,2,1.0,1.0
63,3,3,2,2,0.6666666666666666,0.6666666666666666
717,3,3,1,1,0.3333333333333333,0.3333333333333333
1669,4,4,1,1,0.25,0.25
5881,2,1,2,1,2.0,0.5
2262,3,2,2,2,1.0,0.6666666666666666
13307,1,1,1,1,1.0,1.0
624,2,2,2,2,1.0,1.0
1045,3,3,2,2,0.6666666666666666,0.6666666666666666
530,2,2,2,2,1.0,1.0
843,3,3,2,2,0.6666666666666666,0.6666666666666666
624,4,4,2,2,0.5,0.5
484,5,5,2,2,0.39999999999999997,0.39999999999999997
546,2,2,1,1,0.5,0.5
202,3,3,1,1,0.3333333333333333,0.3333333333333333
1326,4,4,2,2,0.5,0.5
546,5,5,2,2,0.39999999999999997,0.39999999999999997
265,6,6,2,2,0.3333333333333333,0.3333333333333333
3401,7,7,2,2,0.2857142857142857,0.2857142857142857
640,4,4,1,1,0.25,0.25
203,5,5,1,1,0.19999999999999998,0.19999999999999998
530,6,6,1,1,0.16666666666666666,0.16666666666666666
234,1,1,1,1,1.0,1.0
671,3,1,3,1,3.0,0.3333333333333333
140,4,2,3,2,1.5,0.5
952,5,3,3,2,1.0,0.39999999999999997
811,3,2,3,2,1.5,0.6666666666666666
1201,2,1,2,1,2.0,0.5
1622,1,1,1,1,1.0,1.0
718,2,2,1,1,0.5,0.5
765,3,3,2,2,0.6666666666666666,0.6666666666666666
639,5,3,3,2,1.0,0.39999999999999997
531,6,4,3,3,0.75,0.5
484,7,5,3,3,0.6,0.42857142857142855
234,4,3,2,2,0.6666666666666666,0.5
639,6,4,3,3,0.75,0.5
219,5,4,2,2,0.5,0.39999999999999997
234,6,5,2,2,0.39999999999999997,0.3333333333333333
219,3,3,1,1,0.3333333333333333,0.3333333333333333
483,4,1,4,1,4.0,0.25
266,4,2,4,2,2.0,0.5
172,5,3,4,2,1.3333333333333333,0.39999999999999997
124,4,2,4,2,2.0,0.5
265,5,3,4,2,1.3333333333333333,0.39999999999999997
483,5,2,5,2,2.5,0.39999999999999997
796,6,3,5,3,1.6666666666666665,0.5
140,4,2,4,2,2.0,0.5
312,5,3,4,2,1.3333333333333333,0.39999999999999997
546,6,4,4,2,1.0,0.3333333333333333
452,4,2,4,2,2.0,0.5
343,5,3,4,2,1.3333333333333333,0.39999999999999997
172,3,1,3,1,3.0,0.3333333333333333
219,4,2,3,2,1.5,0.5
2153,4,2,4,2,2.0,0.5
1123,4,3,4,3,1.3333333333333333,0.75
9111,5,3,5,3,1.6666666666666665,0.6
141,6,4,5,4,1.25,0.6666666666666666
296,4,3,4,3,1.3333333333333333,0.75
359,5,4,4,3,1.0,0.6
1061,6,5,4,3,0.7999999999999999,0.5
749,3,2,3,2,1.5,0.6666666666666666
1669,4,3,3,2,1.0,0.5
141,5,4,3,2,0.75,0.39999999999999997
156,4,2,4,2,2.0,0.5
109,5,3,4,3,1.3333333333333333,0.6
1436,6,4,4,3,1.0,0.5
62,4,3,4,3,1.3333333333333333,0.75
62,3,2,3,2,1.5,0.6666666666666666
281,4,3,3,2,1.0,0.5
765,4,2,4,2,2.0,0.5
968,5,3,4,3,1.3333333333333333,0.6
5023,6,4,4,3,1.0,0.5
1248,4,3,4,3,1.3333333333333333,0.75
328,3,2,3,2,1.5,0.6666666666666666
546,4,3,3,2,1.0,0.5
640,5,4,3,2,0.75,0.39999999999999997
2278,6,5,3,2,0.6,0.3333333333333333
234,3,2,3,2,1.5,0.6666666666666666
1217,4,3,3,2,1.0,0.5
202,5,4,4,3,1.0,0.6
1311,5,4,3,2,0.75,0.39999999999999997
156,6,5,3,2,0.6,0.3333333333333333
141,3,2,3,2,1.5,0.6666666666666666
359,4,3,3,2,1.0,0.5
187,5,2,5,2,2.5,0.39999999999999997
1107,6,3,5,3,1.6666666666666665,0.5
234,7,4,5,3,1.25,0.42857142857142855
764,4,2,4,2,2.0,0.5
47,5,3,4,3,1.3333333333333333,0.6
13151,4,3,4,3,1.3333333333333333,0.75
234,4,3,4,3,1.3333333333333333,0.75
187,3,2,3,2,1.5,0.6666666666666666
312,5,3,4,3,1.3333333333333333,0.6
63,4,3,3,2,1.0,0.5
702,5,4,3,2,0.75,0.39999999999999997
2028,6,5,4,3,0.7999999999999999,0.5
125,6,5,3,2,0.6,0.3333333333333333
483,7,6,3,2,0.5,0.2857142857142857
1654,5,2,5,2,2.5,0.39999999999999997
312,4,2,4,2,2.0,0.5
93,5,3,4,3,1.3333333333333333,0.6
31,6,4,4,3,1.0,0.5
609,7,5,5,4,1.0,0.5714285714285714
1076,8,6,5,4,0.8333333333333333,0.5
33010,7,5,4,3,0.7999999999999999,0.42857142857142855
546,8,6,4,3,0.6666666666666666,0.375
250,3,2,3,2,1.5,0.6666666666666666
93,4,3,3,2,1.0,0.5
188,3,2,3,2,1.5,0.6666666666666666
436,2,1,2,1,2.0,0.5
38642,1,1,1,1,1.0,1.0
140,1,1,1,1,1.0,1.0
21419,2,1,2,1,2.0,0.5
2308,1,1,1,1,1.0,1.0
2667,2,2,1,1,0.5,0.5
5070,4,1,4,1,4.0,0.25
1076,3,1,3,1,3.0,0.3333333333333333
18330,2,1,2,1,2.0,0.5
1045,3,2,2,2,1.0,0.6666666666666666
2168,3,2,3,2,1.5,0.6666666666666666
1950,4,3,3,3,1.0,0.75
1092,3,3,3,3,1.0,1.0
2995,3,3,3,3,1.0,1.0
639,4,4,3,3,0.75,0.75
3354,2,2,2,2,1.0,1.0
2262,3,3,3,3,1.0,1.0
1529,3,3,2,2,0.6666666666666666,0.6666666666666666
702,3,2,3,2,1.5,0.6666666666666666
405,3,3,3,3,1.0,1.0
2247,4,4,3,3,0.75,0.75
1747,5,5,3,3,0.6,0.6
7597,2,2,2,2,1.0,1.0
624,3,3,2,2,0.6666666666666666,0.6666666666666666
1622,4,2,4,2,2.0,0.5
920,3,2,3,2,1.5,0.6666666666666666
874,4,3,3,3,1.0,0.75
1061,2,2,2,2,1.0,1.0
436,3,3,2,2,0.6666666666666666,0.6666666666666666
1638,4,4,2,2,0.5,0.5
390,5,5,2,2,0.39999999999999997,0.39999999999999997
796,2,2,2,2,1.0,1.0
796,3,3,2,2,0.6666666666666666,0.6666666666666666
26317,2,2,2,2,1.0,1.0
327,3,3,2,2,0.6666666666666666,0.6666666666666666
951,4,4,2,2,0.5,0.5
1482,1,1,1,1,1.0,1.0
499,1,1,1,1,1.0,1.0
1747,2,2,1,1,0.5,0.5
2091,3,3,1,1,0.3333333333333333,0.3333333333333333
109,4,4,1,1,0.25,0.25
3370,2,1,2,1,2.0,0.5
1108,3,2,2,2,1.0,0.6666666666666666
6240,1,1,1,1,1.0,1.0
983,2,2,1,1,0.5,0.5
1326,2,1,2,1,2.0,0.5
7816,3,2,3,2,1.5,0.6666666666666666
1684,2,2,2,2,1.0,1.0
1544,2,2,2,2,1.0,1.0
42807,2,2,2,2,1.0,1.0
530,3,3,2,2,0.6666666666666666,0.6666666666666666
484,2,2,2,2,1.0,1.0
3822,3,3,2,2,0.6666666666666666,0.6666666666666666
905,2,2,2,2,1.0,1.0
764,3,3,2,2,0.6666666666666666,0.6666666666666666
2028,1,1,1,1,1.0,1.0
1310,1,1,1,1,1.0,1.0
45895,1,1,1,1,1.0,1.0
1092,2,2,1,1,0.5,0.5
1264,3,3,1,1,0.3333333333333333,0.3333333333333333
1263,2,1,2,1,2.0,0.5
2465,3,2,2,2,1.0,0.6666666666666666
2059,2,2,2,2,1.0,1.0
30326,3,3,2,2,0.6666666666666666,0.6666666666666666
1201,4,4,3,3,0.75,0.75
2277,5,5,3,3,0.6,0.6
671,4,4,2,2,0.5,0.5
14383,5,5,2,2,0.39999999999999997,0.39999999999999997
733,3,2,3,2,1.5,0.6666666666666666
1326,4,3,3,3,1.0,0.75
639,3,3,3,3,1.0,1.0
9594,4,4,3,3,0.75,0.75
375,2,2,2,2,1.0,1.0
281,3,3,2,2,0.6666666666666666,0.6666666666666666
2683,4,4,3,3,0.75,0.75
25241,4,4,3,3,0.75,0.75
5086,5,5,3,3,0.6,0.6
1061,6,6,3,3,0.5,0.5
1826,5,4,3,3,0.75,0.6
983,6,5,3,3,0.6,0.5
1981,7,6,3,3,0.5,0.42857142857142855
1124,4,4,2,2,0.5,0.5
1404,5,5,3,3,0.6,0.6
4384,6,6,3,3,0.5,0.5
2621,5,5,2,2,0.39999999999999997,0.39999999999999997
484,6,6,2,2,0.3333333333333333,0.3333333333333333
1903,7,7,2,2,0.2857142857142857,0.2857142857142857
889,8,8,2,2,0.25,0.25
3089,3,2,3,2,1.5,0.6666666666666666
1107,4,3,3,3,1.0,0.75
3308,5,4,3,3,0.75,0.6
3885,2,2,2,2,1.0,1.0
671,3,3,2,2,0.6666666666666666,0.6666666666666666
124,4,4,2,2,0.5,0.5
765,1,1,1,1,1.0,1.0
63,1,1,1,1,1.0,1.0
3042,2,1,2,1,2.0,0.5
1170,3,2,2,2,1.0,0.6666666666666666
1529,1,1,1,1,1.0,1.0
2028,2,2,1,1,0.5,0.5
3276,3,3,1,1,0.3333333333333333,0.3333333333333333
2356,5,1,5,1,5.0,0.19999999999999998
1232,4,1,4,1,4.0,0.25
12137,3,1,3,1,3.0,0.3333333333333333
889,4,2,3,2,1.5,0.5
2059,5,3,3,2,1.0,0.39999999999999997
499,4,2,4,2,2.0,0.5
718,5,3,4,3,1.3333333333333333,0.6
1794,6,4,4,3,1.0,0.5
2839,3,2,3,2,1.5,0.6666666666666666
31154,4,3,3,2,1.0,0.5
4602,5,4,3,2,0.75,0.39999999999999997
6458,2,1,2,1,2.0,0.5
4165,3,2,2,2,1.0,0.6666666666666666
3104,4,3,2,2,0.6666666666666666,0.5
2637,2,2,2,2,1.0,1.0
390,3,2,3,2,1.5,0.6666666666666666
3479,4,3,3,3,1.0,0.75
2699,5,4,3,3,0.75,0.6
1716,2,2,2,2,1.0,1.0
702,3,3,2,2,0.6666666666666666,0.6666666666666666
12028,2,2,2,2,1.0,1.0
2715,3,3,2,2,0.6666666666666666,0.6666666666666666
2496,4,4,2,2,0.5,0.5
1982,1,1,1,1,1.0,1.0
249,2,2,1,1,0.5,0.5
5133,3,3,1,1,0.3333333333333333,0.3333333333333333
24196,1,1,1,1,1.0,1.0
2309,2,1,2,1,2.0,0.5
1747,3,2,2,2,1.0,0.6666666666666666
3432,4,3,2,2,0.6666666666666666,0.5
2262,1,1,1,1,1.0,1.0
1388,2,1,2,1,2.0,0.5
639,2,2,2,2,1.0,1.0
1607,3,3,2,2,0.6666666666666666,0.6666666666666666
6833,1,1,1,1,1.0,1.0
515,1,1,1,1,1.0,1.0
1155,1,1,1,1,1.0,1.0
3245,2,2,1,1,0.5,0.5
156,3,3,1,1,0.3333333333333333,0.3333333333333333
4524,4,4,1,1,0.25,0.25
4259,5,5,1,1,0.19999999999999998,0.19999999999999998
1575,2,1,2,1,2.0,0.5
3806,3,2,2,2,1.0,0.6666666666666666
5148,2,2,2,2,1.0,1.0
4837,3,3,2,2,0.6666666666666666,0.6666666666666666
12074,1,1,1,1,1.0,1.0
1903,1,1,1,1,1.0,1.0
1014,2,1,2,1,2.0,0.5
12807,2,2,2,2,1.0,1.0
1030,3,3,2,2,0.6666666666666666,0.6666666666666666
499,4,4,2,2,0.5,0.5
3027,2,2,2,2,1.0,1.0
1232,3,3,2,2,0.6666666666666666,0.6666666666666666
2090,4,4,2,2,0.5,0.5
27549,1,1,1,1,1.0,1.0
2184,1,1,1,1,1.0,1.0
10155,2,1,2,1,2.0,0.5
1841,2,2,2,2,1.0,1.0
827,3,3,2,2,0.6666666666666666,0.6666666666666666
1669,1,1,1,1,1.0,1.0
9547,1,1,1,1,1.0,1.0
4695,2,2,1,1,0.5,0.5
374,1,1,1,1,1.0,1.0
296,2,2,1,1,0.5,0.5
203,3,3,1,1,0.3333333333333333,0.3333333333333333
530,2,1,2,1,2.0,0.5
343,2,2,2,2,1.0,1.0
4243,3,3,2,2,0.6666666666666666,0.6666666666666666
2028,1,1,1,1,1.0,1.0
5351,1,1,1,1,1.0,1.0
10296,2,1,2,1,2.0,0.5
812,1,1,1,1,1.0,1.0
187,1,1,1,1,1.0,1.0
951,2,2,1,1,0.5,0.5
344,1,1,1,1,1.0,1.0
9797,2,2,1,1,0.5,0.5
18393,3,3,1,1,0.3333333333333333,0.3333333333333333
8315,1,1,1,1,1.0,1.0
13885,2,2,1,1,0.5,0.5
13167,3,3,1,1,0.3333333333333333,0.3333333333333333
5539,1,1,1,1,1.0,1.0
3900,2,2,1,1,0.5,0.5
1716,1,1,1,1,1.0,1.0
2730,4,1,4,1,4.0,0.25
592,3,1,3,1,3.0,0.3333333333333333
468,2,1,2,1,2.0,0.5
10030,3,2,2,2,1.0,0.6666666666666666
624,2,2,2,2,1.0,1.0
1981,3,3,2,2,0.6666666666666666,0.6666666666666666
702,2,2,2,2,1.0,1.0
2871,3,3,2,2,0.6666666666666666,0.6666666666666666
577,4,4,2,2,0.5,0.5
2262,5,5,2,2,0.39999999999999997,0.39999999999999997
4664,6,6,2,2,0.3333333333333333,0.3333333333333333
4524,2,2,2,2,1.0,1.0
3229,3,3,2,2,0.6666666666666666,0.6666666666666666
296,4,4,2,2,0.5,0.5
1451,5,5,2,2,0.39999999999999997,0.39999999999999997
795,2,2,2,2,1.0,1.0
780,3,3,2,2,0.6666666666666666,0.6666666666666666
218,1,1,1,1,1.0,1.0
1513,1,1,1,1,1.0,1.0
2559,2,2,1,1,0.5,0.5
2933,2,1,2,1,2.0,0.5
795,3,2,2,2,1.0,0.6666666666666666
1014,4,3,2,2,0.6666666666666666,0.5
16271,2,2,2,2,1.0,1.0
452,3,3,2,2,0.6666666666666666,0.6666666666666666
8284,4,4,2,2,0.5,0.5
10982,3,2,3,2,1.5,0.6666666666666666
218,2,2,2,2,1.0,1.0
1638,3,3,2,2,0.6666666666666666,0.6666666666666666
2122,1,1,1,1,1.0,1.0
312,2,2,1,1,0.5,0.5
1311,3,3,1,1,0.3333333333333333,0.3333333333333333
3432,3,1,3,1,3.0,0.3333333333333333
577,2,1,2,1,2.0,0.5
281,3,2,2,2,1.0,0.6666666666666666
3151,4,3,3,3,1.0,0.75
2324,4,3,2,2,0.6666666666666666,0.5
6489,5,4,2,2,0.5,0.39999999999999997
6895,1,1,1,1,1.0,1.0
6739,2,2,1,1,0.5,0.5
827,3,3,1,1,0.3333333333333333,0.3333333333333333
2200,4,4,1,1,0.25,0.25
2434,3,1,3,1,3.0,0.3333333333333333
2325,4,2,3,2,1.5,0.5
4914,3,2,3,2,1.5,0.6666666666666666
1045,4,3,3,2,1.0,0.5
2013,2,1,2,1,2.0,0.5
5850,3,2,2,2,1.0,0.6666666666666666
2199,4,3,3,3,1.0,0.75
717,4,3,2,2,0.6666666666666666,0.5
640,2,2,2,2,1.0,1.0
5850,3,3,2,2,0.6666666666666666,0.6666666666666666
75473,1,1,1,1,1.0,1.0
359,1,1,1,1,1.0,1.0
296,2,2,1,1,0.5,0.5
47642,3,3,1,1,0.3333333333333333,0.3333333333333333
2793,2,1,2,1,2.0,0.5
202,3,2,2,2,1.0,0.6666666666666666
1544,2,2,2,2,1.0,1.0
1186,3,3,2,2,0.6666666666666666,0.6666666666666666
4259,4,4,2,2,0.5,0.5
312,3,2,3,2,1.5,0.6666666666666666
2917,4,3,3,3,1.0,0.75
1810,2,2,2,2,1.0,1.0
3853,3,3,2,2,0.6666666666666666,0.6666666666666666
359,4,4,2,2,0.5,0.5
1279,5,5,3,3,0.6,0.6
1389,5,5,2,2,0.39999999999999997,0.39999999999999997
297,3,2,3,2,1.5,0.6666666666666666
2449,4,3,3,3,1.0,0.75
1248,2,2,2,2,1.0,1.0
18642,3,3,2,2,0.6666666666666666,0.6666666666666666
1092,4,4,2,2,0.5,0.5
2496,5,5,3,3,0.6,0.6
3089,5,5,2,2,0.39999999999999997,0.39999999999999997
390,2,2,2,2,1.0,1.0
2964,1,1,1,1,1.0,1.0
686,1,1,1,1,1.0,1.0
2792,1,1,1,1,1.0,1.0
702,2,2,1,1,0.5,0.5
328,3,3,1,1,0.3333333333333333,0.3333333333333333
1341,3,1,3,1,3.0,0.3333333333333333
2574,2,1,2,1,2.0,0.5
686,2,2,2,2,1.0,1.0
48079,3,3,2,2,0.6666666666666666,0.6666666666666666
406,4,4,2,2,0.5,0.5
609,3,2,3,2,1.5,0.6666666666666666
1201,4,3,3,3,1.0,0.75
2590,2,2,2,2,1.0,1.0
4009,3,3,2,2,0.6666666666666666,0.6666666666666666
69234,1,1,1,1,1.0,1.0
1201,1,1,1,1,1.0,1.0
593,2,2,1,1,0.5,0.5
406,3,3,1,1,0.3333333333333333,0.3333333333333333
2450,3,1,3,1,3.0,0.3333333333333333
2652,4,2,3,2,1.5,0.5
624,3,2,3,2,1.5,0.6666666666666666
1903,4,3,3,2,1.0,0.5
1077,2,1,2,1,2.0,0.5
1201,4,2,3,2,1.5,0.5
5211,3,2,2,2,1.0,0.6666666666666666
328,4,3,3,3,1.0,0.75
2199,4,3,2,2,0.6666666666666666,0.5
1576,5,4,2,2,0.5,0.39999999999999997
656,6,5,2,2,0.39999999999999997,0.3333333333333333
1513,1,1,1,1,1.0,1.0
578,1,1,1,1,1.0,1.0
1966,2,2,2,2,1.0,1.0
811,3,3,2,2,0.6666666666666666,0.6666666666666666
405,3,2,2,2,1.0,0.6666666666666666
